"ITAG","cluster","AGI","gene_name"
"Solyc03g096130",4,"AT2G40110","yippee family protein; similar to yippee family protein [Arabidopsis thaliana] (TAIR:AT3G08990.1); similar to Protein yippee-like (GB:P59234); contains InterPro domain Yippee-like protein; (InterPro:IPR004910)"
"Solyc03g096135",30,NA,NA
"Solyc03g096140",3,"AT2G40110","yippee family protein; similar to yippee family protein [Arabidopsis thaliana] (TAIR:AT3G08990.1); similar to Protein yippee-like (GB:P59234); contains InterPro domain Yippee-like protein; (InterPro:IPR004910)"
"Solyc03g096160",1,"AT2G40110","yippee family protein; similar to yippee family protein [Arabidopsis thaliana] (TAIR:AT3G08990.1); similar to Protein yippee-like (GB:P59234); contains InterPro domain Yippee-like protein; (InterPro:IPR004910)"
"Solyc03g096180",24,NA,NA
"Solyc03g096290",34,"AT4G00430","a member of the plasma membrane intrinsic protein subfamily PIP1."
"Solyc03g096302",17,NA,NA
"Solyc03g096308",12,NA,NA
"Solyc03g096380",6,"AT3G55740","Encodes a proline transporter with affinity for gly betaine, proline, and GABA.  Protein is expressed most highly in the roots."
"Solyc03g096390",20,"AT2G39890","Encodes a proline transporter with affinity for gly betaine, proline and GABA.  Protein is expressed in the vascular tissue, specifically the phloem."
"Solyc03g096450",32,NA,NA
"Solyc03g096460",35,NA,NA
"Solyc03g096660",17,"AT5G06060","tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"Solyc03g096720",17,NA,NA
"Solyc03g096730",32,"AT2G39770","Encodes a GDP-mannose pyrophosphorylase/ mannose-1-pyrophosphatase. This enzyme provides GDP-mannose, which is used for cell wall carbohydrate biosynthesis and protein glycosylation as well as for ascorbate (vitamin C) biosynthesis."
"Solyc03g096740",29,NA,NA
"Solyc03g096750",17,NA,NA
"Solyc03g096760",24,NA,NA
"Solyc03g096770",24,NA,NA
"Solyc03g096780",24,NA,NA
"Solyc03g096840",32,NA,NA
"Solyc03g097080",21,NA,NA
"Solyc03g097310",32,"AT1G64890","integral membrane transporter family protein; similar to integral membrane transporter family protein [Arabidopsis thaliana] (TAIR:AT1G04570.1); similar to Biopterin transport-related protein BT1 [Crocosphaera watsonii WH 8501] (GB:ZP_00518975.1); similar to Os05g0389400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055433.1); similar to Os03g0795000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051544.1); contains InterPro domain Biopterin transport-related protein BT1; (InterPro:IPR004324)"
"Solyc03g097350",31,"AT5G35980","kinase; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G40120.1); similar to Os02g0702500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047851.1); similar to hypothetical protein SPAC823.03 [Schizosaccharomyces pombe 972h-] (GB:NP_593830.1); similar to Os04g0602800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053776.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"Solyc03g097520",10,NA,NA
"Solyc03g097530",19,NA,NA
"Solyc03g097540",31,NA,NA
"Solyc03g097580",4,"AT5G50790","nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT5G13170.1); similar to N3 like protein [Medicago truncatula] (GB:CAC44123.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)"
"Solyc03g097585",17,NA,NA
"Solyc03g097650",33,NA,NA
"Solyc03g097675",12,NA,NA
"Solyc03g097700",17,NA,NA
"Solyc03g097750",17,NA,NA
"Solyc03g097760",2,NA,NA
"Solyc03g097875",3,NA,NA
"Solyc03g097881",3,NA,NA
"Solyc03g097920",6,"AT1G73500","member of MAP Kinase Kinase"
"Solyc03g097930",17,NA,NA
"Solyc03g098010",12,"AT3G17790","ATACP5 (acid phosphatase 5); acid phosphatase/ protein serine/threonine phosphatase; similar to ATPAP3/PAP3 (purple acid phosphatase 3), acid phosphatase/ protein serine/threonine phosphatase [Arabidopsis thaliana] (TAIR:AT1G14700.1); similar to putative acid phosphatase [Lupinus luteus] (GB:CAE85073.1); contains InterPro domain Acid phosphatase, type 5; (InterPro:IPR012007); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)"
"Solyc03g098060",29,NA,NA
"Solyc03g098180",26,"AT1G53345","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G09580.1); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE92892.1); similar to Os02g0684600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047763.1); contains domain DHH phosphoesterases (SSF64182)"
"Solyc03g098210",17,"AT3G17700","cyclic nucleotide-binding transporter 1, member of a family  of cyclic nucleotide gated channels."
"Solyc03g098300",33,NA,NA
"Solyc03g098420",17,"AT3G02010","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G27610.1); similar to Pentatricopeptide repeat domain containing protein, putative [Solanum demissum] (GB:AAU90328.2); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:BAD45498.1); similar to P0402A09.8 [Oryza sativa (japonica cultivar-group)] (GB:BAB62625.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc03g098460",2,"AT4G27760","Encodes an oxidoreductase required for vegetative shoot apex development.  Mutants display disruptions in leaf positioning and meristem maintenance."
"Solyc03g098650",1,NA,NA
"Solyc03g098660",31,NA,NA
"Solyc03g098700",1,NA,NA
"Solyc03g098705",12,NA,NA
"Solyc03g098710",1,NA,NA
"Solyc03g098720",1,NA,NA
"Solyc03g098730",1,NA,NA
"Solyc03g098740",1,NA,NA
"Solyc03g098745",4,NA,NA
"Solyc03g098760",1,NA,NA
"Solyc03g098770",1,NA,NA
"Solyc03g098780",1,NA,NA
"Solyc03g098790",1,NA,NA
"Solyc03g110880",19,"AT3G23780","This gene encodes the second largest, catalytic subunit of the nuclear DNA-dependent RNA polymerase IV (aka RNA polymerase D). The NRPD2 protein is found at nuclear foci that overlap or are adjacent to chromocentromeres but are not fully coincident with chromocentromeres. The loss of NRPD2 leads to the loss of cytosine methylation at pericentromeric 5S genes and AtSN1 retroelements but has no discernible effect on centromere repeat methylation. This suggests that Pol IV primarily affects facultative heterochromatin rather than constitutive heterochromatin."
"Solyc03g110890",9,NA,NA
"Solyc03g110910",17,"AT5G50320","A subunit of Elongator, a histone acetyl transferase complex, consisting of six subunits (ELP1–ELP6), that copurifies with the elongating RNAPII in yeast and humans. Three Arabidopsis thaliana genes, encoding homologs of the yeast Elongator subunits ELP1, ELP3 (histone acetyl transferase), and ELP4 are responsible for the narrow leaf phenotype in elongata mutants and for reduced root growth that results from a decreased cell division rate."
"Solyc03g110980",18,NA,NA
"Solyc03g110983",16,NA,NA
"Solyc03g111120",30,"AT5G03860","Encodes a protein with malate synthase activity."
"Solyc03g111160",17,"AT3G52180","Encodes a plant-specific protein phosphatase that contains a protein tyrosine phosphatase (PTP) catalytic domain and a kinase interaction sequence (KIS) domain. This protein interacts with the plant SnRK AKIN11. Binds starch. Localized in the chloroplast."
"Solyc03g111170",10,"AT5G63380","Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At5g63380 preferentially activates fatty acids with increased chain length (C9:0 to C8:0) and thus shares characteristics with long-chain fatty acyl-CoA synthases. Also able to catalyze the conversion of OPDA to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"Solyc03g111180",21,"AT5G60160","aspartyl aminopeptidase, putative; similar to aspartyl aminopeptidase, putative [Arabidopsis thaliana] (TAIR:AT5G04710.1); similar to Peptidase M18, aminopeptidase I [Medicago truncatula] (GB:ABE80427.1); similar to Os01g0967900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045513.1); similar to Os12g0236500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066463.1); contains InterPro domain Peptidase M18, aminopeptidase I; (InterPro:IPR001948)"
"Solyc03g111215",17,NA,NA
"Solyc03g111350",8,"AT3G48540","cytidine/deoxycytidylate deaminase family protein; similar to Os01g0765000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044347.1); similar to Deoxycytidylate deaminase (ISS) [Ostreococcus tauri] (GB:CAL57775.1); contains InterPro domain CMP/dCMP deaminase, zinc-binding; (InterPro:IPR002125)"
"Solyc03g111370",17,"AT5G63280","zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) family protein [Arabidopsis thaliana] (TAIR:AT5G40710.1); similar to Os12g0233400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066450.1); similar to PREDICTED: similar to CG4133-PA [Tribolium castaneum] (GB:XP_969705.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"
"Solyc03g111400",9,"AT5G50300","xanthine/uracil/vitamin C permease family protein; similar to xanthine/uracil permease family protein [Arabidopsis thaliana] (TAIR:AT3G10960.1); similar to hypothetical protein CIMG_03715 [Coccidioides immitis RS] (GB:XP_001244274.1); similar to Os11g0427700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067781.1); contains InterPro domain Xanthine/uracil/vitamin C permease; (InterPro:IPR006043)"
"Solyc03g111455",5,NA,NA
"Solyc03g111540",4,NA,NA
"Solyc03g111650",13,"AT5G50280","EMB1006 (EMBRYO DEFECTIVE 1006); binding; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G02860.1); similar to Putative indole-3-acetate beta-glucosyltransferase [Oryza sativa (japonica cultivar-group)] (GB:AAM15782.1); similar to Os05g0294600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055108.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc03g111710",29,"AT5G63160","BT1 (BTB and TAZ domain protein 1); protein binding / transcription regulator; similar to BT2 (BTB and TAZ domain protein 2), protein binding / transcription regulator [Arabidopsis thaliana] (TAIR:AT3G48360.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71259.1); contains InterPro domain Zinc finger, TAZ-type; (InterPro:IPR000197); contains InterPro domain BTB; (InterPro:IPR000210); contains InterPro domain BTB/POZ; (InterPro:IPR013069)"
"Solyc03g111740",31,"AT5G50230","nucleotide binding; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT3G49660.1); similar to Os03g0746600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051251.1); similar to putative WD-repeat protein [Oryza sativa (japonica cultivar-group)] (GB:AAK71564.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046)"
"Solyc03g111797",1,NA,NA
"Solyc03g111820",31,NA,NA
"Solyc03g111880",6,"AT3G48310","putative cytochrome P450"
"Solyc03g111883",6,NA,NA
"Solyc03g111887",5,NA,NA
"Solyc03g111920",5,NA,NA
"Solyc03g111930",17,NA,NA
"Solyc03g111935",12,NA,NA
"Solyc03g111950",12,"AT3G48280","putative cytochrome P450"
"Solyc03g111970",17,"AT3G48280","putative cytochrome P450"
"Solyc03g111973",18,NA,NA
"Solyc03g111975",5,NA,NA
"Solyc03g111977",5,NA,NA
"Solyc03g111990",12,"AT3G48280","putative cytochrome P450"
"Solyc03g111995",5,NA,NA
"Solyc03g112010",17,"AT3G48320","putative cytochrome P450"
"Solyc03g112030",4,NA,NA
"Solyc03g112040",5,NA,NA
"Solyc03g112220",9,NA,NA
"Solyc03g112250",9,"AT5G52450","MATE efflux protein-related; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT2G34360.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G73700.1); similar to Os04g0373400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052573.1); similar to MATE efflux family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG65963.1); similar to Os06g0494400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057687.1); contains InterPro domain Virulence factor MVIN-like; (InterPro:IPR004268); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"Solyc03g112280",19,"AT5G50170","C2 domain-containing protein / GRAM domain-containing protein; similar to C2 domain-containing protein / GRAM domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G03370.1); similar to no pollen; Osnop [Oryza sativa (japonica cultivar-group)] (GB:AAU09489.1); similar to OSIGBa0106G07.15 [Oryza sativa (indica cultivar-group)] (GB:CAH67319.1); similar to OSJNBa0022H21.21 [Oryza sativa (japonica cultivar-group)] (GB:CAE05501.2); contains InterPro domain C2; (InterPro:IPR000008); contains InterPro domain C2 calcium/lipid-binding region, CaLB; (InterPro:IPR008973); contains InterPro domain GRAM; (InterPro:IPR004182)"
"Solyc03g112350",19,NA,NA
"Solyc03g112460",8,NA,NA
"Solyc03g112490",19,NA,NA
"Solyc03g112500",17,"AT5G40390","Encodes a protein which might be involved in the formation of verbascose. A T-DNA insertion mutant was shown to have a decreased amount of verbascose (as well as mannitol) whereas the levels of raffinose and stachyose remained unchanged."
"Solyc03g112620",32,"AT5G50150","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G70550.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10750.1); similar to putative carboxyl-terminal proteinase [Gossypium hirsutum] (GB:AAK84952.2); contains InterPro domain Protein of unknown function DUF239, plant; (InterPro:IPR004314)"
"Solyc03g112890",8,NA,NA
"Solyc03g112995",7,NA,NA
"Solyc03g113150",2,"AT1G14420","AT59 (Arabidopsis homolog of tomato LAT59); lyase/ pectate lyase; Identical to Probable pectate lyase 3 precursor (EC 4.2.2.2) (Pectate lyase A2) (AT59) [Arabidopsis Thaliana] (GB:Q9M9S2;GB:O23665); similar to pectate lyase family protein [Arabidopsis thaliana] (TAIR:AT2G02720.1); similar to Probable pectate lyase P59 precursor (GB:P15722); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Pectate lyase/Amb allergen; (InterPro:IPR002022); contains InterPro domain Pectate lyase, N-terminal; (InterPro:IPR007524); contains InterPro domain Pectolytic enzyme, Pectin lyase fold; (InterPro:IPR012334)"
"Solyc03g113360",24,NA,NA
"Solyc03g113390",2,"AT1G18890","encodes a calcium-dependent protein kinase whose gene expression is induced by dehydration and high salt. Kinase activity could not be detected in vitro."
"Solyc03g113420",24,"AT5G62680","proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT1G18880.1); similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G47960.1); similar to nitrate transporter NRT1-1 [Glycine max] (GB:BAB19756.1); similar to nitrate transporter NRT1-5 [Glycine max] (GB:BAB19760.1); similar to nitrate transporter NRT1-2 [Glycine max] (GB:BAB19757.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)"
"Solyc03g113440",18,"AT5G28470","transporter; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT1G69870.1); similar to nitrate transporter NRT1-5 [Glycine max] (GB:BAB19760.1); similar to Os01g0913300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045170.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109); contains InterPro domain Gamma-crystallin related; (InterPro:IPR011024)"
"Solyc03g113470",17,"AT5G62630","HIPL2 (HIPL2 PROTEIN PRECURSOR); Identical to HIPL2 protein precursor (HIPL2) [Arabidopsis Thaliana] (GB:Q94F08;GB:Q9LV15); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G39970.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G74790.1); similar to hypothetical protien [Hordeum vulgare subsp. vulgare] (GB:AAV49993.1); similar to glucose/sorbosone dehydrogenases-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD30151.1); similar to unnamed protein product [Triticum tur (GB:CAJ13560.1); contains InterPro domain Soluble quinoprotein glucose dehydrogenase; (InterPro:IPR011041)"
"Solyc03g113530",31,NA,NA
"Solyc03g113590",24,"AT5G13050","5-Formyltetrahydrofolate cycloligase (5-CHO-THF cycloligase - AT5G13050.1) regulates/influences under photorespiratory conditions the activity of another gene product, i.e. serine hydroxymethyltransferase (SHMT) due to accumulating amounts of 5-Formyltetrahydrofolate"
